,price_reduced_amount,Year Built,Sold Price,Lot SqFt,Baths,Beds,Garage,Type,Tags Count,list_season,sold_season,Region
3583,0.0,1900.0,360.0,10019.0,3.0,6.0,2.567741935483871,multi_family,4,Summer,Winter,Northeast
3584,0.0,1910.0,610.0,6534.0,6.0,12.0,2.567741935483871,multi_family,3,Summer,Winter,Northeast
3585,0.0,1988.0,123.0,6348.275229357798,2.0,2.0,1.0,condos,16,Summer,Winter,Northeast
3586,0.0,1920.0,325.0,4356.0,4.0,9.0,2.567741935483871,multi_family,8,Summer,Winter,Northeast
3587,0.0,1923.0,300.0,10890.0,2.0,3.0,1.0,single_family,13,Fall,Winter,Northeast
3588,4999.0,1965.0,65.0,6348.275229357798,1.0,1.0,1.0,condos,11,Summer,Winter,Northeast
3589,0.0,1913.0,380.0,8712.0,3.0,7.0,2.567741935483871,multi_family,4,Fall,Winter,Northeast
3590,11325.0,1943.0,261.25,4792.0,1.0,4.0,1.95156591405681,single_family,7,Fall,Winter,Northeast
3591,0.0,1919.0,635.0,7405.0,7.0,10.0,3.0,multi_family,14,Summer,Winter,Northeast
3593,30000.0,1895.0,303.0,6098.0,3.0,6.0,2.567741935483871,multi_family,7,Fall,Winter,Northeast
3594,0.0,1923.0,307.0,5227.0,1.0,2.0,2.567741935483871,multi_family,8,Fall,Winter,Northeast
3595,0.0,1926.0,285.0,6098.0,2.0,4.0,2.0,multi_family,12,Fall,Winter,Northeast
3596,100.0,1900.0,700.0,9148.0,4.0,5.0,1.95156591405681,single_family,13,Fall,Winter,Northeast
3597,0.0,1898.0,220.0,6098.0,2.0,2.0,1.0,single_family,5,Fall,Winter,Northeast
3598,10000.0,1947.0,355.0,4356.0,2.0,4.0,1.95156591405681,single_family,11,Fall,Winter,West
3599,6900.0,1960.0,371.0,7841.0,2.0,3.0,2.0,single_family,10,Fall,Winter,West
3601,0.0,1976.0,760.0,13939.0,4.0,8.0,11.0,multi_family,9,Winter,Winter,West
3602,19100.0,1940.0,359.9,4791.0,1.0,3.0,1.0,single_family,13,Summer,Winter,West
3603,0.0,1910.0,494.0,19602.0,3.0,4.0,1.0,single_family,16,Winter,Winter,West
3604,25001.0,2019.0,645.0,6970.0,3.0,4.0,3.0,single_family,9,Fall,Winter,West
3605,37100.0,1979.0,422.5,7841.0,4.0,4.0,11.0,multi_family,6,Fall,Winter,West
3606,0.0,1979.0,420.0,8712.0,2.0,3.0,2.0,single_family,11,Fall,Winter,West
3607,15000.0,2016.0,495.0,6098.0,2.0,4.0,2.0,single_family,12,Summer,Winter,West
3608,0.0,1977.0,370.0,6534.0,1.0,3.0,2.0,single_family,11,Fall,Winter,West
3609,0.0,1980.0,333.9,6534.0,2.0,3.0,1.0,single_family,7,Winter,Winter,West
3611,0.0,1997.0,515.0,10019.0,3.0,4.0,2.0,single_family,13,Fall,Winter,West
3612,1000.0,2004.0,347.0,4791.0,2.0,3.0,2.0,single_family,10,Fall,Winter,West
3613,10100.0,2002.0,449.0,5227.0,3.0,4.0,2.0,single_family,13,Fall,Winter,West
3614,34000.0,1925.0,335.0,3049.0,2.0,3.0,1.95156591405681,single_family,6,Fall,Winter,West
3615,100000.0,1952.0,429.0,14375.0,2.0,4.0,2.0,single_family,5,Fall,Winter,West
3616,0.0,2001.0,366.0,4792.0,2.0,3.0,2.0,single_family,8,Fall,Winter,West
3617,21000.0,1948.0,330.0,2614.0,1.0,2.0,1.0,single_family,6,Fall,Winter,West
3618,0.0,1951.0,312.0,3920.0,1.0,2.0,1.0,single_family,4,Fall,Winter,West
3619,0.0,1979.0,430.0,6098.0,3.0,3.0,3.0,single_family,16,Fall,Winter,West
3621,0.0,1969.0,575.0,8276.0,3.0,7.0,1.95156591405681,single_family,7,Fall,Winter,West
3622,10000.0,1981.0,498.5,17424.0,2.0,3.0,2.0,single_family,16,Summer,Winter,West
3625,10000.0,1923.0,350.5,4791.0,1.0,2.0,1.0,single_family,12,Fall,Winter,West
3627,0.0,1958.0,375.0,9148.0,2.0,3.0,2.0,single_family,9,Winter,Winter,West
3628,0.0,1991.0,410.5,10019.0,2.0,3.0,2.0,single_family,13,Fall,Winter,West
3630,15000.0,1980.0,490.0,13068.0,2.0,3.0,2.0,single_family,14,Fall,Winter,West
3631,15005.0,2007.0,487.0,5227.0,3.0,3.0,2.0,single_family,10,Summer,Winter,West
3632,0.0,1956.0,395.0,6970.0,2.0,3.0,2.0,single_family,10,Fall,Winter,West
3633,0.0,1930.0,374.0,6098.0,2.0,3.0,1.0,single_family,13,Fall,Winter,West
3634,25000.0,2001.0,750.0,7840.0,3.0,4.0,3.0,single_family,7,Fall,Winter,West
3635,0.0,1941.0,529.9,13068.0,3.0,3.0,2.0,single_family,7,Fall,Winter,West
3636,0.0,1961.0,425.0,11761.0,2.0,4.0,2.0,single_family,11,Fall,Winter,West
3637,30000.0,1977.0,369.9,7405.0,2.0,3.0,2.0,single_family,11,Fall,Winter,West
3638,0.0,1948.0,214.4,9148.0,1.0,3.0,1.0,single_family,5,Fall,Winter,West
3639,0.0,2014.0,400.0,4791.0,2.0,3.0,2.0,single_family,12,Fall,Winter,West
3682,0.0,1925.0,132.0,4356.0,2.0,4.0,1.95156591405681,single_family,7,Fall,Winter,South
3683,0.0,1972.0,13.2,2614.0,2.0,4.0,1.95156591405681,single_family,3,Fall,Winter,South
3684,0.0,1972.0,38.5,5663.0,1.0,3.0,1.95156591405681,single_family,4,Fall,Winter,South
3685,0.0,1966.0,61.05,10890.0,1.0,3.0,1.95156591405681,single_family,3,Fall,Winter,South
3686,0.0,1972.0,68.75,7405.0,2.0,3.0,1.0,single_family,4,Fall,Winter,South
3687,0.0,1972.0,7.59,3049.0,2.0,4.0,1.95156591405681,single_family,1,Fall,Winter,South
3689,40000.0,1972.0,128.7,11326.0,2.0,3.0,2.0,single_family,3,Fall,Winter,South
3690,0.0,1972.0,14.3,6098.0,1.0,3.0,1.95156591405681,single_family,3,Fall,Winter,South
3691,0.0,1955.0,62.0,19166.0,2.0,2.0,3.0,single_family,7,Spring,Winter,South
3692,0.0,1947.0,16.5,10890.0,1.0,2.0,1.95156591405681,single_family,2,Fall,Winter,South
3693,0.0,1972.0,91.0,4792.0,0.0,0.0,1.95156591405681,single_family,2,Fall,Winter,South
3694,0.0,1930.0,22.0,10019.0,1.0,3.0,1.95156591405681,single_family,4,Summer,Winter,South
3695,0.0,1950.0,27.5,5663.0,1.0,2.0,1.95156591405681,single_family,3,Summer,Fall,South
3696,0.0,1930.0,28.6,21847.145165012695,2.0,2.0,1.95156591405681,single_family,1,Fall,Fall,South
3699,0.0,1972.0,41.8,21780.0,2.0,3.0,1.95156591405681,single_family,7,Summer,Fall,South
3701,0.0,1972.0,27.225,21847.145165012695,2.0,2.0,1.95156591405681,single_family,1,Summer,Fall,South
3702,0.0,1972.0,15.4,21847.145165012695,1.0,3.0,1.95156591405681,single_family,2,Summer,Fall,South
3704,0.0,1964.0,115.5,12632.0,2.0,3.0,1.95156591405681,single_family,9,Summer,Fall,South
3705,0.0,1952.0,2.5,21847.145165012695,1.0,3.0,1.95156591405681,single_family,0,Summer,Summer,South
3706,0.0,1972.0,59.4,3485.0,2.0,3.0,1.95156591405681,single_family,4,Summer,Summer,South
3708,0.0,1972.0,29.7,4792.0,2.0,2.0,1.95156591405681,single_family,2,Summer,Summer,South
3714,0.0,1972.0,6.38,3049.0,1.0,2.0,1.95156591405681,single_family,2,Spring,Summer,South
3717,0.0,1972.0,3.575,21847.145165012695,1.0,1.0,1.95156591405681,single_family,0,Spring,Summer,South
3718,0.0,1925.0,42.9,21847.145165012695,2.0,4.0,1.95156591405681,single_family,5,Spring,Summer,South
3719,0.0,1972.0,74.25,11326.0,2.0,5.0,2.0,single_family,9,Spring,Summer,South
3720,0.0,1910.0,99.0,4792.0,1.0,3.0,1.0,single_family,8,Spring,Summer,South
3721,0.0,1972.0,29.7,7841.0,1.0,3.0,1.95156591405681,single_family,2,Spring,Summer,South
3723,0.0,1972.0,63.8,21847.145165012695,0.0,0.0,1.95156591405681,single_family,1,Spring,Summer,South
3724,15000.0,1973.0,220.0,6098.0,2.0,3.0,1.0,single_family,8,Fall,Winter,Northeast
3725,20000.0,1950.0,320.0,5227.0,3.0,5.0,1.0,multi_family,10,Fall,Winter,Northeast
3726,0.0,1989.0,178.0,436.0,1.0,2.0,1.5060240963855422,condos,10,Fall,Winter,Northeast
3727,0.0,1977.0,245.0,6098.0,1.0,3.0,1.95156591405681,single_family,8,Fall,Winter,Northeast
3728,0.0,1984.0,185.0,436.0,3.0,2.0,1.5060240963855422,condos,13,Fall,Winter,Northeast
3729,12700.0,1972.0,191.5,3049.0,2.0,3.0,1.0,single_family,5,Fall,Winter,Northeast
3730,0.0,1930.0,365.0,3920.0,3.0,5.0,2.0,single_family,11,Fall,Winter,Northeast
3731,0.0,1988.0,205.0,6348.275229357798,3.0,2.0,1.5060240963855422,condos,11,Summer,Winter,Northeast
3732,0.0,1930.0,277.875,6534.0,2.0,4.0,1.95156591405681,single_family,10,Fall,Winter,Northeast
3733,0.0,1955.0,326.0,14375.0,3.0,4.0,2.0,single_family,13,Fall,Winter,Northeast
3735,10100.0,1952.0,270.0,13504.0,1.0,4.0,2.0,single_family,9,Fall,Winter,Northeast
3736,0.0,1956.0,295.0,14810.0,1.0,3.0,1.0,single_family,12,Fall,Winter,Northeast
3737,0.0,1900.0,350.0,2178.0,3.0,3.0,2.567741935483871,multi_family,2,Fall,Winter,Northeast
3738,10000.0,1920.0,247.0,3920.0,2.0,3.0,1.95156591405681,single_family,12,Fall,Winter,Northeast
3739,0.0,1870.0,235.0,1307.0,3.0,4.0,1.4848484848484849,townhomes,7,Fall,Winter,Northeast
3741,0.0,1939.0,255.0,5227.0,2.0,3.0,1.0,single_family,12,Fall,Winter,Northeast
3742,19000.0,1953.0,283.5,6098.0,1.0,3.0,1.95156591405681,single_family,11,Fall,Winter,Northeast
3743,0.0,1875.0,158.0,2178.0,2.0,4.0,1.0,multi_family,11,Fall,Winter,Northeast
3744,15000.0,1905.0,205.0,3485.0,3.0,5.0,2.567741935483871,multi_family,1,Fall,Winter,Northeast
3745,0.0,1972.0,293.5,8712.0,1.0,3.0,1.0,single_family,12,Fall,Winter,Northeast
3746,0.0,1855.0,330.0,1307.0,2.0,3.0,2.567741935483871,multi_family,6,Fall,Winter,Northeast
3747,0.0,1950.0,259.0,11761.0,2.0,2.0,2.0,single_family,13,Fall,Winter,Northeast
3748,15000.0,1950.0,240.3,5227.0,1.0,2.0,1.0,single_family,12,Fall,Winter,Northeast
3750,0.0,1965.0,271.0,7405.0,2.0,3.0,1.0,single_family,13,Fall,Winter,Northeast
3751,0.0,1950.0,168.0,3485.0,2.0,4.0,2.567741935483871,multi_family,3,Fall,Winter,Northeast
3752,14900.0,1930.0,220.0,4356.0,2.0,4.0,1.0,single_family,14,Fall,Winter,Northeast
3753,0.0,1905.0,347.0,4792.0,2.0,5.0,2.0,multi_family,9,Fall,Winter,Northeast
3754,0.0,2000.0,519.0,9148.0,2.0,2.0,2.0,single_family,19,Fall,Winter,Northeast
3756,0.0,1920.0,221.0,3049.0,2.0,6.0,2.567741935483871,multi_family,4,Fall,Winter,Northeast
3757,0.0,2002.0,200.0,7405.0,1.0,2.0,1.0,single_family,14,Fall,Winter,Northeast
3758,0.0,1925.0,152.5,2614.0,1.0,2.0,1.95156591405681,single_family,8,Fall,Winter,Northeast
3759,0.0,1972.0,114.58,3485.0,2.0,3.0,1.95156591405681,single_family,4,Summer,Winter,Northeast
3760,11000.0,1890.0,185.0,1742.0,2.0,6.0,2.567741935483871,multi_family,2,Fall,Winter,Northeast
3761,14000.0,1890.0,255.9,4356.0,2.0,3.0,2.0,single_family,12,Fall,Winter,Northeast
3762,0.0,1953.0,260.0,12197.0,1.0,2.0,2.0,single_family,12,Fall,Winter,Northeast
3763,4900.0,1976.0,375.0,7841.0,3.0,4.0,1.0,single_family,10,Fall,Winter,Northeast
3764,0.0,1910.0,118.0,1307.0,2.0,5.0,2.567741935483871,multi_family,3,Summer,Winter,Northeast
3765,0.0,1905.0,302.5,13068.0,3.0,6.0,2.567741935483871,multi_family,5,Fall,Winter,Northeast
3766,2000.0,2021.0,252.0,16117.0,3.0,3.0,1.0,single_family,10,Fall,Winter,South
3768,10000.0,1930.0,150.0,10890.0,1.0,3.0,1.95156591405681,single_family,5,Fall,Winter,South
3769,0.0,1972.0,54.167,21847.145165012695,0.0,0.0,1.95156591405681,single_family,0,Fall,Winter,South
3770,0.0,1940.0,144.0,20038.0,1.0,2.0,1.95156591405681,single_family,10,Fall,Winter,South
3773,0.0,1974.0,295.0,16988.0,3.0,4.0,2.0,single_family,11,Fall,Fall,South
3775,0.0,1992.0,331.0,16117.0,2.233348134991119,4.0,2.0,single_family,13,Fall,Fall,South
3776,0.0,1972.0,53.591,21847.145165012695,0.0,0.0,1.95156591405681,single_family,1,Summer,Fall,South
3777,0.0,1969.0,86.5,9583.0,1.0,3.0,1.95156591405681,single_family,7,Fall,Fall,South
3778,0.0,2021.0,227.5,5227.0,2.0,2.0,1.0,single_family,9,Fall,Fall,South
3779,5000.0,1994.0,227.0,9583.0,2.0,4.0,2.0,single_family,17,Summer,Fall,South
3781,0.0,1972.0,57.054,21847.145165012695,0.0,0.0,1.95156591405681,single_family,0,Spring,Fall,South
3782,0.0,2021.0,305.0,8276.0,3.0,3.0,1.95156591405681,single_family,11,Summer,Fall,South
3783,0.0,1972.0,51.86,2502.1740088105726,0.0,0.0,1.4848484848484849,townhomes,0,Spring,Fall,South
3784,0.0,1954.0,380.0,10498.0,3.0,4.0,2.0,single_family,13,Fall,Fall,South
3785,0.0,2000.0,180.0,7405.0,2.0,3.0,1.95156591405681,single_family,7,Summer,Fall,South
3786,0.0,2006.0,345.0,9583.0,2.0,3.0,1.95156591405681,single_family,5,Spring,Fall,South
3787,0.0,1972.0,53.325,21847.145165012695,0.0,0.0,1.95156591405681,single_family,0,Summer,Summer,South
3788,0.0,1972.0,58.075,21847.145165012695,0.0,0.0,1.95156591405681,single_family,0,Summer,Summer,South
3789,0.0,1972.0,64.975,21847.145165012695,0.0,0.0,1.95156591405681,single_family,0,Summer,Summer,South
3790,0.0,1959.0,305.0,21847.145165012695,2.0,3.0,1.95156591405681,single_family,13,Summer,Summer,South
3791,0.0,2006.0,335.0,19166.0,3.0,6.0,2.0,single_family,22,Summer,Summer,South
3793,0.0,2020.0,263.626,7405.0,2.0,3.0,2.0,single_family,12,Winter,Summer,South
3794,0.0,1991.0,185.0,10890.0,3.0,4.0,1.95156591405681,single_family,10,Summer,Summer,South
3795,0.0,1993.0,240.0,10019.0,3.0,3.0,1.95156591405681,single_family,15,Summer,Summer,South
3796,0.0,1960.0,255.0,21847.145165012695,2.0,3.0,1.95156591405681,single_family,12,Summer,Summer,South
3799,9000.0,1955.0,65.0,9712.0,2.0,3.0,1.95156591405681,single_family,6,Summer,Winter,South
3800,5000.0,1984.0,169.0,10890.0,2.0,3.0,1.95156591405681,single_family,6,Fall,Winter,South
3801,0.0,1999.0,180.0,12632.0,2.0,3.0,1.95156591405681,single_family,11,Winter,Winter,South
3802,5001.0,2001.0,260.0,12632.0,2.0,4.0,1.95156591405681,single_family,16,Fall,Winter,South
3803,0.0,1962.0,60.0,13068.0,2.0,3.0,1.95156591405681,single_family,2,Winter,Winter,South
3806,0.0,1965.0,159.0,11326.0,2.0,3.0,2.0,single_family,10,Fall,Winter,South
3807,0.0,1969.0,140.0,14375.0,2.0,3.0,1.95156591405681,single_family,7,Winter,Winter,South
3808,0.0,1954.0,149.9,13504.0,1.0,3.0,1.95156591405681,single_family,11,Winter,Winter,South
3809,0.0,1966.0,45.0,4356.0,1.0,2.0,1.95156591405681,single_family,6,Winter,Winter,South
3810,10000.0,2006.0,310.0,13068.0,2.0,4.0,2.0,single_family,17,Summer,Winter,South
3811,0.0,1986.0,147.0,6970.0,2.0,3.0,1.95156591405681,single_family,9,Fall,Winter,South
3812,0.0,1968.0,195.0,16553.0,2.0,5.0,2.0,single_family,13,Summer,Winter,South
3813,0.0,1968.0,136.0,16988.0,2.0,3.0,2.0,single_family,6,Fall,Winter,South
3814,0.0,1958.0,31.5,11326.0,1.0,3.0,1.95156591405681,single_family,7,Winter,Winter,South
3815,5000.0,1967.0,178.0,12632.0,2.0,4.0,1.95156591405681,single_family,10,Fall,Winter,South
3816,0.0,1975.0,172.5,11326.0,2.0,4.0,1.95156591405681,single_family,9,Winter,Winter,South
3819,0.0,1957.0,125.0,12632.0,1.0,3.0,1.95156591405681,single_family,7,Fall,Winter,South
3820,0.0,1984.0,162.0,6098.0,2.0,3.0,1.95156591405681,single_family,13,Fall,Winter,South
3821,0.0,1950.0,111.2,8276.0,2.0,3.0,1.95156591405681,single_family,12,Fall,Winter,South
3822,0.0,1948.0,63.0,7405.0,1.0,3.0,1.0,single_family,8,Fall,Winter,South
3823,0.0,1964.0,106.0,16553.0,2.0,4.0,1.95156591405681,single_family,5,Fall,Winter,South
3824,15500.0,1989.0,310.0,22651.0,3.0,4.0,1.95156591405681,single_family,15,Summer,Winter,South
3825,0.0,2001.0,245.0,6534.0,2.0,3.0,2.0,single_family,17,Fall,Winter,South
3826,7900.0,1950.0,100.0,15682.0,1.0,3.0,1.95156591405681,single_family,4,Fall,Winter,South
3827,0.0,1971.0,95.9,10664.0,2.0,3.0,1.95156591405681,single_family,11,Winter,Winter,South
3829,0.0,2004.0,320.0,9583.0,2.0,3.0,2.0,single_family,25,Winter,Winter,South
3830,100.0,1971.0,120.0,10019.0,2.0,3.0,1.95156591405681,single_family,4,Fall,Winter,South
3831,0.0,1994.0,283.0,13747.0,2.0,4.0,2.0,single_family,16,Fall,Winter,South
3832,0.0,1994.0,284.5,15682.0,2.0,4.0,1.95156591405681,single_family,17,Fall,Winter,South
3833,0.0,1989.0,160.0,4792.0,2.0,2.0,1.95156591405681,single_family,14,Fall,Winter,South
3834,5100.0,2022.0,439.9,4356.0,4.0,4.0,2.0,single_family,15,Fall,Winter,South
3835,0.0,1968.0,68.25,18731.0,2.0,3.0,1.95156591405681,single_family,7,Fall,Winter,South
3838,0.0,1975.0,115.0,17280.0,2.0,3.0,1.95156591405681,single_family,9,Summer,Winter,South
3840,0.0,2008.0,173.0,5227.0,2.0,2.0,1.95156591405681,single_family,17,Fall,Winter,South
3841,0.0,1988.0,355.0,6098.0,4.0,6.0,2.0,single_family,11,Winter,Winter,Midwest
3842,0.0,2015.0,360.0,7085.0,3.0,4.0,3.0,single_family,10,Winter,Winter,Midwest
3843,0.0,1955.0,134.0,6970.0,1.0,2.0,1.95156591405681,single_family,5,Winter,Winter,Midwest
3844,0.0,1979.0,190.0,4400.0,2.0,2.0,2.0,townhomes,11,Fall,Winter,Midwest
3845,0.0,1989.0,640.0,4356.0,2.0,2.0,2.0,townhomes,16,Fall,Winter,Midwest
3846,11700.0,1994.0,215.0,6505.0,2.0,3.0,2.0,single_family,15,Fall,Winter,Midwest
3847,0.0,1998.0,415.0,10019.0,4.0,3.0,3.0,single_family,16,Fall,Winter,Midwest
3848,0.0,1925.0,707.0,10454.0,3.0,3.0,2.0,single_family,11,Fall,Winter,Midwest
3849,0.0,1999.0,215.0,6970.0,2.0,2.0,1.0,single_family,15,Fall,Winter,Midwest
3850,0.0,1979.0,225.0,1742.0,2.0,2.0,1.0,townhomes,12,Fall,Winter,Midwest
3851,0.0,1960.0,262.5,9101.0,2.0,3.0,2.0,single_family,13,Fall,Winter,Midwest
3852,3000.0,1995.0,260.0,8477.0,3.0,3.0,2.0,single_family,19,Fall,Winter,Midwest
3853,0.0,1956.0,187.0,10454.0,1.0,3.0,1.0,single_family,11,Fall,Winter,Midwest
3854,0.0,1976.0,135.0,1307.0,1.0,2.0,1.0,townhomes,7,Winter,Winter,Midwest
3855,10000.0,2002.0,320.0,6800.0,3.0,4.0,2.0,single_family,16,Fall,Winter,Midwest
3856,0.0,1969.0,328.35,8985.0,3.0,4.0,2.0,single_family,20,Fall,Winter,Midwest
3857,0.0,1926.0,203.0,4751.0,2.0,2.0,1.0,single_family,16,Fall,Winter,Midwest
3858,0.0,1981.0,520.0,11326.0,4.0,3.0,2.0,single_family,20,Fall,Winter,Midwest
3859,10000.0,1900.0,160.0,3920.0,1.0,2.0,1.0,single_family,13,Fall,Winter,Midwest
3860,0.0,2017.0,737.0,9583.0,5.0,5.0,3.0,single_family,11,Fall,Winter,Midwest
3861,400.0,1974.0,300.0,10454.0,2.0,3.0,2.0,single_family,11,Fall,Winter,Midwest
3862,0.0,1991.0,277.0,7200.0,3.0,3.0,2.0,single_family,10,Winter,Winter,Midwest
3863,0.0,1950.0,155.35,8899.0,1.0,2.0,1.0,single_family,9,Winter,Winter,Midwest
3864,0.0,1976.0,269.0,5227.0,3.0,3.0,2.0,single_family,11,Fall,Winter,Midwest
3865,5000.0,1978.0,206.0,7405.0,3.0,2.0,2.0,single_family,11,Fall,Winter,Midwest
3866,0.0,1976.0,324.9,7841.0,2.0,5.0,2.0,single_family,13,Fall,Winter,Midwest
3867,15000.0,1935.0,262.5,7100.0,1.0,3.0,1.0,single_family,6,Fall,Winter,Midwest
3868,0.0,2002.0,270.0,5619.0,3.0,4.0,2.0,single_family,7,Winter,Winter,Midwest
3869,0.0,1975.0,245.0,7841.0,2.0,3.0,2.0,single_family,18,Winter,Winter,Midwest
3870,0.0,2003.0,349.0,3478.0,3.0,3.0,2.0,townhomes,14,Fall,Winter,Midwest
3871,0.0,1980.0,210.0,6043.0,2.0,3.0,2.0,single_family,12,Fall,Winter,Midwest
3872,0.0,2010.0,822.5,871.0,3.0,2.0,2.0,condos,16,Fall,Winter,Midwest
3873,0.0,1925.0,225.0,9148.0,2.0,3.0,1.95156591405681,single_family,14,Winter,Winter,Midwest
3874,0.0,2021.0,425.0,11326.0,3.0,3.0,2.0,townhomes,14,Fall,Winter,Midwest
3875,0.0,1974.0,260.0,7808.0,2.0,3.0,2.0,single_family,17,Fall,Winter,Midwest
3876,0.0,2015.0,364.5,4684.0,3.0,3.0,2.0,townhomes,16,Fall,Winter,Midwest
3877,0.0,2015.0,609.0,8614.0,3.0,3.0,3.0,single_family,22,Fall,Winter,Midwest
3878,0.0,1992.0,295.0,9560.0,2.0,3.0,2.0,single_family,15,Winter,Winter,Midwest
3879,0.0,1995.0,170.0,6970.0,2.0,2.0,2.0,townhomes,6,Winter,Winter,Midwest
3882,0.0,1973.0,258.0,7405.0,2.0,3.0,1.0,single_family,10,Fall,Winter,Midwest
3883,20000.0,1928.0,747.0,6098.0,4.0,4.0,2.0,single_family,10,Fall,Winter,Midwest
3884,0.0,1900.0,191.0,6490.0,1.0,2.0,1.95156591405681,single_family,4,Fall,Winter,Midwest
3885,0.0,1957.0,262.5,7449.0,2.0,4.0,1.0,single_family,14,Winter,Winter,Midwest
3886,0.0,1947.0,263.0,4961.0,2.0,4.0,1.0,single_family,11,Winter,Winter,Midwest
3887,15000.0,1939.0,323.0,5968.0,1.0,3.0,2.0,single_family,14,Fall,Winter,Midwest
3888,0.0,1908.0,224.325,7275.0,2.0,3.0,2.0,single_family,7,Winter,Winter,Midwest
3889,0.0,1891.0,195.0,4587.0,1.0,3.0,1.95156591405681,single_family,11,Winter,Winter,Midwest
3890,0.0,1897.0,222.0,4400.0,3.0,4.0,1.95156591405681,single_family,10,Fall,Winter,Midwest
3891,0.0,1932.0,719.0,5140.0,4.0,3.0,2.0,single_family,13,Fall,Winter,Midwest
3893,0.0,1950.0,733.9,10803.0,3.0,4.0,2.0,single_family,9,Winter,Winter,Midwest
3894,0.0,1923.0,320.0,16466.0,2.0,3.0,1.0,single_family,13,Fall,Winter,Midwest
3895,0.0,1912.0,200.791,2788.0,1.0,4.0,1.95156591405681,single_family,9,Fall,Winter,Midwest
3896,50000.0,1925.0,545.0,7710.0,2.0,4.0,2.0,single_family,12,Fall,Winter,Midwest
3897,25000.0,1926.0,203.0,5358.0,1.0,3.0,2.0,single_family,9,Fall,Winter,Midwest
3898,10000.0,1882.0,60.0,3125.0,1.0,2.0,1.0,single_family,5,Fall,Winter,Midwest
3899,0.0,1932.0,315.0,15682.0,2.0,3.0,3.0,single_family,15,Fall,Winter,Midwest
3901,0.0,1951.0,203.0,5445.0,2.0,3.0,2.0,single_family,8,Fall,Winter,Midwest
3902,0.0,1978.0,210.0,871.0,3.0,2.0,2.0,townhomes,15,Winter,Winter,Midwest
3904,0.0,1948.0,630.0,11413.0,2.0,3.0,2.0,single_family,13,Fall,Winter,Midwest
3905,5000.0,1922.0,248.0,5053.0,2.0,3.0,1.0,single_family,10,Fall,Winter,Midwest
3906,25000.0,1909.0,485.0,5358.0,2.0,6.0,2.0,multi_family,8,Fall,Winter,Midwest
3907,5000.0,1965.0,144.0,828.0,1.0,2.0,1.4848484848484849,townhomes,9,Fall,Winter,Midwest
3908,0.0,1963.0,307.0,7754.0,2.0,4.0,2.0,single_family,12,Fall,Winter,Midwest
3909,12000.0,1917.0,239.0,4792.0,1.0,2.0,1.0,single_family,8,Fall,Winter,Midwest
3910,0.0,1900.0,260.0,8407.0,2.0,4.0,1.0,multi_family,9,Winter,Winter,Midwest
3911,0.0,1953.0,226.5,5706.0,2.0,3.0,1.95156591405681,single_family,8,Summer,Winter,Midwest
3912,0.0,1922.0,675.0,6142.0,3.0,4.0,2.0,single_family,10,Summer,Winter,Midwest
3913,0.0,1947.0,224.9,4400.0,2.0,2.0,1.0,single_family,12,Fall,Winter,Midwest
3914,6000.0,1919.0,170.0,5140.0,2.0,1.0,1.0,single_family,7,Fall,Winter,Midwest
3916,0.0,1900.0,220.0,3964.0,1.0,0.0,1.0,single_family,8,Fall,Winter,Midwest
3917,0.0,1941.0,207.0,5532.0,1.0,2.0,1.0,single_family,10,Fall,Winter,Midwest
3918,0.0,1926.0,325.0,5053.0,2.0,4.0,2.0,single_family,14,Fall,Winter,Midwest
3919,10000.0,1927.0,221.5,6316.0,1.0,2.0,1.0,single_family,10,Fall,Winter,Midwest
3920,0.0,1889.0,389.9,4792.0,3.0,6.0,2.567741935483871,multi_family,4,Fall,Winter,Midwest
3921,0.0,1890.0,247.9,4922.0,2.0,4.0,2.567741935483871,multi_family,4,Fall,Winter,Midwest
3922,0.0,1956.0,420.0,10019.0,2.0,4.0,2.0,single_family,10,Fall,Winter,Midwest
3923,0.0,2010.0,393.0,11761.0,3.0,3.0,2.0,single_family,11,Winter,Winter,Midwest
3924,0.0,1951.0,250.0,5271.0,1.0,2.0,1.0,single_family,9,Fall,Winter,Midwest
3927,0.0,1986.0,240.0,11238.0,2.0,3.0,2.0,single_family,11,Fall,Winter,Midwest
3929,0.0,1972.0,155.0,5968.0,2.0,3.0,1.0,single_family,6,Fall,Winter,Midwest
3930,0.0,1974.0,42.9,2502.1740088105726,3.0,3.0,2.0,townhomes,7,Fall,Fall,Midwest
3932,0.0,1920.0,42.0,4033.0,2.0,2.0,1.95156591405681,single_family,6,Fall,Fall,Midwest
3935,5000.0,2005.0,214.0,6534.0,2.0,3.0,2.0,single_family,15,Summer,Fall,Midwest
3938,0.0,2003.0,300.0,14810.0,2.0,3.0,3.0,single_family,16,Fall,Fall,Midwest
3941,20000.0,1995.0,250.0,14810.0,2.0,3.0,2.0,single_family,10,Spring,Summer,Midwest
3942,0.0,1923.0,94.5,5663.0,1.0,2.0,1.95156591405681,single_family,6,Summer,Summer,Midwest
3943,0.0,1972.0,119.9,1517.5,0.0,2.0,0.0,condos,0,Summer,Summer,Midwest
3946,3200.0,1920.0,20.7,5189.0,1.0,3.0,1.95156591405681,single_family,2,Spring,Summer,Midwest
3948,0.0,1972.0,130.0,10925.0,0.0,3.2282120395327945,1.95156591405681,single_family,0,Summer,Summer,Midwest
