,price_reduced_amount,Year Built,Sold Price,Lot SqFt,Baths,Beds,Garage,Type,Tags Count,list_season,sold_season,Region
1842,2000.0,1965.0,267.0,1213.0,2.0,2.0,1.4848484848484849,townhomes,7,Fall,Winter,West
1843,0.0,1948.0,180.0,7867.0,1.0,2.0,1.95156591405681,single_family,2,Fall,Winter,West
1844,0.0,2011.0,448.0,8940.0,2.0,4.0,3.0,single_family,12,Fall,Winter,West
1845,0.0,1989.0,540.0,13939.0,2.0,3.0,2.0,single_family,11,Fall,Winter,West
1846,0.0,1999.0,271.5,924.0,1.0,1.0,1.0,multi_family,13,Fall,Winter,West
1847,0.0,1979.0,345.0,9304.0,2.0,3.0,2.0,single_family,6,Fall,Winter,West
1848,0.0,1958.0,350.0,9118.0,2.0,3.0,1.0,single_family,8,Winter,Winter,West
1850,10000.0,2001.0,470.0,4499.0,2.0,3.0,2.0,single_family,10,Fall,Winter,West
1851,0.0,1960.0,389.9,7148.0,2.0,3.0,1.95156591405681,single_family,8,Fall,Winter,West
1853,5000.0,2011.0,755.0,6528.0,5.0,4.0,3.0,single_family,16,Summer,Winter,West
1916,20900.0,2003.0,400.0,9583.0,2.0,3.0,1.95156591405681,single_family,16,Summer,Fall,South
1917,0.0,1972.0,710.0,21847.145165012695,0.0,3.2282120395327945,1.95156591405681,single_family,0,Fall,Fall,South
1920,0.0,1972.0,534.9,1517.5,0.0,2.0,0.0,condos,0,Summer,Summer,South
1922,0.0,1986.0,430.0,1463.0,2.0,2.0,0.0,condos,0,Summer,Summer,South
1923,0.0,1946.0,500.0,9583.0,1.0,2.0,1.95156591405681,single_family,0,Summer,Summer,South
1926,0.0,1985.0,465.0,1572.0,2.0,2.0,0.0,condos,0,Summer,Summer,South
1973,0.0,1900.0,196.0,2614.0,2.960835509138381,3.0,3.0,multi_family,8,Fall,Winter,Northeast
1974,0.0,1971.0,205.0,13504.0,2.0,3.0,1.95156591405681,single_family,12,Winter,Winter,Northeast
1975,0.0,2013.0,295.0,2688.0,3.0,3.0,1.0,townhomes,11,Fall,Winter,Northeast
1976,0.0,1900.0,106.0,871.0,2.960835509138381,3.0,2.567741935483871,multi_family,3,Fall,Winter,Northeast
1977,0.0,1900.0,10.0,871.0,6.0,5.0,1.4848484848484849,townhomes,3,Fall,Winter,Northeast
1978,2000.0,1900.0,71.5,871.0,1.0,4.0,1.4848484848484849,townhomes,6,Fall,Winter,Northeast
1979,2100.0,1940.0,100.0,3920.0,1.0,2.0,1.95156591405681,single_family,8,Fall,Winter,Northeast
1980,0.0,1957.0,208.0,8712.0,1.0,3.0,1.95156591405681,single_family,9,Winter,Winter,Northeast
1982,0.0,2019.0,346.0,2370.0,3.0,3.0,2.0,townhomes,13,Winter,Winter,Northeast
1984,0.0,1938.0,195.0,13504.0,1.0,4.0,1.95156591405681,single_family,7,Fall,Winter,Northeast
1985,13000.0,2005.0,180.0,6348.275229357798,3.0,3.0,1.5060240963855422,condos,9,Fall,Winter,Northeast
1987,0.0,1965.0,270.0,8276.0,2.0,3.0,1.95156591405681,single_family,10,Winter,Winter,Northeast
1988,0.0,1928.0,58.0,2178.0,1.0,2.0,1.4848484848484849,townhomes,3,Winter,Winter,Northeast
1989,0.0,1986.0,275.0,9148.0,3.0,3.0,1.0,single_family,7,Summer,Winter,Northeast
1990,0.0,1994.0,241.5,2178.0,3.0,3.0,1.0,townhomes,7,Fall,Winter,Northeast
1991,0.0,2005.0,242.0,6348.275229357798,2.0,2.0,1.0,condos,10,Fall,Winter,Northeast
1992,0.0,2003.0,350.0,13504.0,3.0,3.0,2.0,single_family,8,Fall,Winter,Northeast
1993,0.0,1904.0,274.5,1307.0,2.960835509138381,3.0,2.567741935483871,multi_family,3,Winter,Winter,Northeast
1994,0.0,1953.0,107.0,871.0,1.0,3.0,1.0,townhomes,6,Winter,Winter,Northeast
1995,15000.0,1958.0,237.0,6098.0,2.0,3.0,1.95156591405681,single_family,7,Fall,Winter,Northeast
1996,22501.0,1920.0,305.0,16553.0,2.0,4.0,1.95156591405681,single_family,16,Fall,Winter,Northeast
1997,10000.0,1999.0,229.0,3920.0,2.0,2.0,2.0,condos,9,Fall,Winter,Northeast
1998,0.0,1927.0,225.0,3049.0,2.960835509138381,4.0,2.567741935483871,multi_family,3,Summer,Winter,Northeast
1999,0.0,1913.0,200.0,2178.0,2.960835509138381,4.0,2.567741935483871,multi_family,1,Fall,Winter,Northeast
2000,0.0,1900.0,30.0,1742.0,2.960835509138381,3.0,1.0,multi_family,3,Fall,Winter,Northeast
2001,0.0,2009.0,427.9,13504.0,3.0,3.0,2.0,single_family,15,Winter,Winter,Northeast
2002,0.0,1913.0,200.0,2178.0,2.960835509138381,4.0,2.567741935483871,multi_family,1,Fall,Winter,Northeast
2003,0.0,1900.0,225.0,1307.0,2.960835509138381,4.0,2.567741935483871,multi_family,2,Fall,Winter,Northeast
2004,7000.0,1951.0,225.0,10454.0,1.0,2.0,1.95156591405681,single_family,6,Fall,Winter,Northeast
2005,45100.0,1955.0,283.0,12632.0,2.0,3.0,1.95156591405681,single_family,15,Summer,Winter,Northeast
2006,0.0,1948.0,266.9,11853.0,2.0,3.0,1.95156591405681,single_family,14,Fall,Winter,Northeast
2007,0.0,2023.0,497.9,15246.0,3.0,3.0,2.0,single_family,14,Fall,Winter,Northeast
2008,10000.0,1987.0,260.0,3049.0,3.0,2.0,2.0,single_family,11,Fall,Winter,Northeast
2009,0.0,1988.0,229.995,3920.0,3.0,3.0,2.0,single_family,9,Fall,Winter,Northeast
2011,0.0,1995.0,465.0,9583.0,3.0,3.0,2.0,single_family,13,Fall,Winter,Northeast
2012,0.0,1900.0,230.0,1742.0,3.0,3.0,1.4848484848484849,townhomes,11,Fall,Winter,Northeast
2013,0.0,1923.0,122.5,2178.0,1.0,3.0,1.4848484848484849,townhomes,9,Fall,Winter,Northeast
2014,26000.0,1996.0,475.0,20909.0,4.0,4.0,2.0,single_family,12,Fall,Winter,Northeast
2016,0.0,1986.0,240.0,11238.0,2.0,3.0,2.0,single_family,11,Fall,Winter,Midwest
2018,0.0,1972.0,155.0,5968.0,2.0,3.0,1.0,single_family,6,Fall,Winter,Midwest
2019,0.0,1974.0,42.9,2502.1740088105726,3.0,3.0,2.0,townhomes,7,Fall,Fall,Midwest
2021,0.0,1920.0,42.0,4033.0,2.0,2.0,1.95156591405681,single_family,6,Fall,Fall,Midwest
2024,5000.0,2005.0,214.0,6534.0,2.0,3.0,2.0,single_family,15,Summer,Fall,Midwest
2027,0.0,2003.0,300.0,14810.0,2.0,3.0,3.0,single_family,16,Fall,Fall,Midwest
2030,20000.0,1995.0,250.0,14810.0,2.0,3.0,2.0,single_family,10,Spring,Summer,Midwest
2031,0.0,1923.0,94.5,5663.0,1.0,2.0,1.95156591405681,single_family,6,Summer,Summer,Midwest
2032,0.0,1972.0,119.9,1517.5,0.0,2.0,0.0,condos,0,Summer,Summer,Midwest
2035,3200.0,1920.0,20.7,5189.0,1.0,3.0,1.95156591405681,single_family,2,Spring,Summer,Midwest
2037,0.0,1972.0,130.0,10925.0,0.0,3.2282120395327945,1.95156591405681,single_family,0,Summer,Summer,Midwest
2038,0.0,1972.0,68.0,5960.0,0.0,3.2282120395327945,1.95156591405681,single_family,0,Summer,Summer,Midwest
2040,0.0,1972.0,207.0,11436.0,0.0,3.2282120395327945,1.95156591405681,single_family,0,Summer,Summer,Midwest
2041,0.0,1972.0,346.001,10466.0,0.0,3.2282120395327945,1.95156591405681,single_family,0,Summer,Summer,Midwest
2044,0.0,1972.0,141.0,7784.0,0.0,3.0,1.95156591405681,single_family,0,Summer,Summer,Midwest
2045,0.0,1972.0,10.0,5759.0,0.0,3.2282120395327945,1.95156591405681,single_family,0,Summer,Summer,Midwest
2046,0.0,1972.0,10.0,5759.0,0.0,3.2282120395327945,1.95156591405681,single_family,0,Summer,Summer,Midwest
2047,0.0,1972.0,230.0,6534.0,0.0,3.2282120395327945,1.95156591405681,single_family,0,Summer,Summer,Midwest
2048,0.0,1972.0,475.0,15000.0,0.0,3.2282120395327945,1.95156591405681,single_family,0,Summer,Summer,Midwest
2049,0.0,1913.0,285.0,4879.0,2.0,3.0,2.0,single_family,11,Fall,Winter,Midwest
2050,0.0,1900.0,191.0,6490.0,1.0,2.0,1.95156591405681,single_family,4,Fall,Winter,Midwest
2051,20000.0,1928.0,747.0,6098.0,4.0,4.0,2.0,single_family,10,Fall,Winter,Midwest
2052,0.0,1957.0,262.5,7449.0,2.0,4.0,1.0,single_family,14,Winter,Winter,Midwest
2053,0.0,1947.0,263.0,4961.0,2.0,4.0,1.0,single_family,11,Winter,Winter,Midwest
2054,15000.0,1939.0,323.0,5968.0,1.0,3.0,2.0,single_family,14,Fall,Winter,Midwest
2055,0.0,1908.0,224.325,7275.0,2.0,3.0,2.0,single_family,7,Winter,Winter,Midwest
2056,0.0,1891.0,195.0,4587.0,1.0,3.0,1.95156591405681,single_family,11,Winter,Winter,Midwest
2057,0.0,1897.0,222.0,4400.0,3.0,4.0,1.95156591405681,single_family,10,Fall,Winter,Midwest
2058,0.0,1932.0,719.0,5140.0,4.0,3.0,2.0,single_family,13,Fall,Winter,Midwest
2060,0.0,1950.0,733.9,10803.0,3.0,4.0,2.0,single_family,9,Winter,Winter,Midwest
2061,50000.0,1925.0,545.0,7710.0,2.0,4.0,2.0,single_family,12,Fall,Winter,Midwest
2062,0.0,1923.0,320.0,16466.0,2.0,3.0,1.0,single_family,13,Fall,Winter,Midwest
2063,0.0,1912.0,200.791,2788.0,1.0,4.0,1.95156591405681,single_family,9,Fall,Winter,Midwest
2064,10000.0,1882.0,60.0,3125.0,1.0,2.0,1.0,single_family,5,Fall,Winter,Midwest
2065,25000.0,1926.0,203.0,5358.0,1.0,3.0,2.0,single_family,9,Fall,Winter,Midwest
2066,0.0,1932.0,315.0,15682.0,2.0,3.0,3.0,single_family,15,Fall,Winter,Midwest
2068,0.0,1951.0,203.0,5445.0,2.0,3.0,2.0,single_family,8,Fall,Winter,Midwest
2069,0.0,1978.0,210.0,871.0,3.0,2.0,2.0,townhomes,15,Winter,Winter,Midwest
2071,0.0,1948.0,630.0,11413.0,2.0,3.0,2.0,single_family,13,Fall,Winter,Midwest
2072,5000.0,1922.0,248.0,5053.0,2.0,3.0,1.0,single_family,10,Fall,Winter,Midwest
2073,25000.0,1909.0,485.0,5358.0,2.0,6.0,2.0,multi_family,8,Fall,Winter,Midwest
2074,5000.0,1965.0,144.0,828.0,1.0,2.0,1.4848484848484849,townhomes,9,Fall,Winter,Midwest
2075,0.0,1963.0,307.0,7754.0,2.0,4.0,2.0,single_family,12,Fall,Winter,Midwest
2076,12000.0,1917.0,239.0,4792.0,1.0,2.0,1.0,single_family,8,Fall,Winter,Midwest
2077,0.0,1900.0,260.0,8407.0,2.0,4.0,1.0,multi_family,9,Winter,Winter,Midwest
2078,0.0,1953.0,226.5,5706.0,2.0,3.0,1.95156591405681,single_family,8,Summer,Winter,Midwest
2079,0.0,1922.0,675.0,6142.0,3.0,4.0,2.0,single_family,10,Summer,Winter,Midwest
2080,0.0,1947.0,224.9,4400.0,2.0,2.0,1.0,single_family,12,Fall,Winter,Midwest
2081,6000.0,1919.0,170.0,5140.0,2.0,1.0,1.0,single_family,7,Fall,Winter,Midwest
2083,0.0,1900.0,220.0,3964.0,1.0,0.0,1.0,single_family,8,Fall,Winter,Midwest
2084,0.0,1926.0,325.0,5053.0,2.0,4.0,2.0,single_family,14,Fall,Winter,Midwest
2085,0.0,1941.0,207.0,5532.0,1.0,2.0,1.0,single_family,10,Fall,Winter,Midwest
2086,0.0,1890.0,247.9,4922.0,2.0,4.0,2.567741935483871,multi_family,4,Fall,Winter,Midwest
2087,0.0,1889.0,389.9,4792.0,3.0,6.0,2.567741935483871,multi_family,4,Fall,Winter,Midwest
2088,10000.0,1927.0,221.5,6316.0,1.0,2.0,1.0,single_family,10,Fall,Winter,Midwest
2089,0.0,1956.0,420.0,10019.0,2.0,4.0,2.0,single_family,10,Fall,Winter,Midwest
2090,0.0,2010.0,393.0,11761.0,3.0,3.0,2.0,single_family,11,Winter,Winter,Midwest
2091,0.0,1996.0,644.0,13939.0,4.0,6.0,3.0,single_family,16,Fall,Winter,Midwest
2092,0.0,1988.0,355.0,6098.0,4.0,6.0,2.0,single_family,11,Winter,Winter,Midwest
2093,0.0,2015.0,360.0,7085.0,3.0,4.0,3.0,single_family,10,Winter,Winter,Midwest
2094,0.0,1955.0,134.0,6970.0,1.0,2.0,1.95156591405681,single_family,5,Winter,Winter,Midwest
2095,0.0,1979.0,190.0,4400.0,2.0,2.0,2.0,townhomes,11,Fall,Winter,Midwest
2096,0.0,1989.0,640.0,4356.0,2.0,2.0,2.0,townhomes,16,Fall,Winter,Midwest
2097,11700.0,1994.0,215.0,6505.0,2.0,3.0,2.0,single_family,15,Fall,Winter,Midwest
2098,0.0,1998.0,415.0,10019.0,4.0,3.0,3.0,single_family,16,Fall,Winter,Midwest
2099,0.0,1925.0,707.0,10454.0,3.0,3.0,2.0,single_family,11,Fall,Winter,Midwest
2100,0.0,1999.0,215.0,6970.0,2.0,2.0,1.0,single_family,15,Fall,Winter,Midwest
2101,0.0,1979.0,225.0,1742.0,2.0,2.0,1.0,townhomes,12,Fall,Winter,Midwest
2102,0.0,1960.0,262.5,9101.0,2.0,3.0,2.0,single_family,13,Fall,Winter,Midwest
2103,3000.0,1995.0,260.0,8477.0,3.0,3.0,2.0,single_family,19,Fall,Winter,Midwest
2104,0.0,1956.0,187.0,10454.0,1.0,3.0,1.0,single_family,11,Fall,Winter,Midwest
2105,0.0,1976.0,135.0,1307.0,1.0,2.0,1.0,townhomes,7,Winter,Winter,Midwest
2106,10000.0,2002.0,320.0,6800.0,3.0,4.0,2.0,single_family,16,Fall,Winter,Midwest
2107,0.0,1969.0,328.35,8985.0,3.0,4.0,2.0,single_family,20,Fall,Winter,Midwest
2108,0.0,1926.0,203.0,4751.0,2.0,2.0,1.0,single_family,16,Fall,Winter,Midwest
2109,0.0,1981.0,520.0,11326.0,4.0,3.0,2.0,single_family,20,Fall,Winter,Midwest
2110,0.0,2017.0,737.0,9583.0,5.0,5.0,3.0,single_family,11,Fall,Winter,Midwest
2111,400.0,1974.0,300.0,10454.0,2.0,3.0,2.0,single_family,11,Fall,Winter,Midwest
2112,10000.0,1900.0,160.0,3920.0,1.0,2.0,1.0,single_family,13,Fall,Winter,Midwest
2113,0.0,1991.0,277.0,7200.0,3.0,3.0,2.0,single_family,10,Winter,Winter,Midwest
2114,0.0,1950.0,155.35,8899.0,1.0,2.0,1.0,single_family,9,Winter,Winter,Midwest
2115,0.0,1976.0,269.0,5227.0,3.0,3.0,2.0,single_family,11,Fall,Winter,Midwest
2116,5000.0,1978.0,206.0,7405.0,3.0,2.0,2.0,single_family,11,Fall,Winter,Midwest
2117,15000.0,1935.0,262.5,7100.0,1.0,3.0,1.0,single_family,6,Fall,Winter,Midwest
2118,0.0,1976.0,324.9,7841.0,2.0,5.0,2.0,single_family,13,Fall,Winter,Midwest
2119,0.0,2002.0,270.0,5619.0,3.0,4.0,2.0,single_family,7,Winter,Winter,Midwest
2120,0.0,1975.0,245.0,7841.0,2.0,3.0,2.0,single_family,18,Winter,Winter,Midwest
2121,0.0,2003.0,349.0,3478.0,3.0,3.0,2.0,townhomes,14,Fall,Winter,Midwest
2122,0.0,2010.0,822.5,871.0,3.0,2.0,2.0,condos,16,Fall,Winter,Midwest
2123,0.0,1980.0,210.0,6043.0,2.0,3.0,2.0,single_family,12,Fall,Winter,Midwest
2124,0.0,1925.0,225.0,9148.0,2.0,3.0,1.95156591405681,single_family,14,Winter,Winter,Midwest
2125,0.0,2021.0,425.0,11326.0,3.0,3.0,2.0,townhomes,14,Fall,Winter,Midwest
2126,0.0,1974.0,260.0,7808.0,2.0,3.0,2.0,single_family,17,Fall,Winter,Midwest
2127,0.0,2015.0,364.5,4684.0,3.0,3.0,2.0,townhomes,16,Fall,Winter,Midwest
2128,0.0,2015.0,609.0,8614.0,3.0,3.0,3.0,single_family,22,Fall,Winter,Midwest
2129,0.0,1992.0,295.0,9560.0,2.0,3.0,2.0,single_family,15,Winter,Winter,Midwest
2130,0.0,1995.0,170.0,6970.0,2.0,2.0,2.0,townhomes,6,Winter,Winter,Midwest
2133,0.0,1969.0,145.0,17424.0,2.0,3.0,1.95156591405681,single_family,6,Winter,Winter,South
2134,9000.0,1955.0,65.0,9712.0,2.0,3.0,1.95156591405681,single_family,6,Summer,Winter,South
2135,5000.0,1984.0,169.0,10890.0,2.0,3.0,1.95156591405681,single_family,6,Fall,Winter,South
2136,0.0,1999.0,180.0,12632.0,2.0,3.0,1.95156591405681,single_family,11,Winter,Winter,South
2137,5001.0,2001.0,260.0,12632.0,2.0,4.0,1.95156591405681,single_family,16,Fall,Winter,South
2138,0.0,1962.0,60.0,13068.0,2.0,3.0,1.95156591405681,single_family,2,Winter,Winter,South
2141,0.0,1965.0,159.0,11326.0,2.0,3.0,2.0,single_family,10,Fall,Winter,South
2142,0.0,1969.0,140.0,14375.0,2.0,3.0,1.95156591405681,single_family,7,Winter,Winter,South
2143,0.0,1954.0,149.9,13504.0,1.0,3.0,1.95156591405681,single_family,11,Winter,Winter,South
2144,0.0,1966.0,45.0,4356.0,1.0,2.0,1.95156591405681,single_family,6,Winter,Winter,South
2145,10000.0,2006.0,310.0,13068.0,2.0,4.0,2.0,single_family,17,Summer,Winter,South
2146,0.0,1986.0,147.0,6970.0,2.0,3.0,1.95156591405681,single_family,9,Fall,Winter,South
2147,0.0,1968.0,195.0,16553.0,2.0,5.0,2.0,single_family,13,Summer,Winter,South
2148,0.0,1968.0,136.0,16988.0,2.0,3.0,2.0,single_family,6,Fall,Winter,South
2149,0.0,1958.0,31.5,11326.0,1.0,3.0,1.95156591405681,single_family,7,Winter,Winter,South
2150,5000.0,1967.0,178.0,12632.0,2.0,4.0,1.95156591405681,single_family,10,Fall,Winter,South
2151,0.0,1975.0,172.5,11326.0,2.0,4.0,1.95156591405681,single_family,9,Winter,Winter,South
2154,0.0,1957.0,125.0,12632.0,1.0,3.0,1.95156591405681,single_family,7,Fall,Winter,South
2155,0.0,1984.0,162.0,6098.0,2.0,3.0,1.95156591405681,single_family,13,Fall,Winter,South
2156,0.0,1950.0,111.2,8276.0,2.0,3.0,1.95156591405681,single_family,12,Fall,Winter,South
2157,0.0,1948.0,63.0,7405.0,1.0,3.0,1.0,single_family,8,Fall,Winter,South
2158,0.0,1964.0,106.0,16553.0,2.0,4.0,1.95156591405681,single_family,5,Fall,Winter,South
2159,15500.0,1989.0,310.0,22651.0,3.0,4.0,1.95156591405681,single_family,15,Summer,Winter,South
2160,0.0,2001.0,245.0,6534.0,2.0,3.0,2.0,single_family,17,Fall,Winter,South
2161,7900.0,1950.0,100.0,15682.0,1.0,3.0,1.95156591405681,single_family,4,Fall,Winter,South
2162,0.0,1971.0,95.9,10664.0,2.0,3.0,1.95156591405681,single_family,11,Winter,Winter,South
2164,0.0,2004.0,320.0,9583.0,2.0,3.0,2.0,single_family,25,Winter,Winter,South
2165,100.0,1971.0,120.0,10019.0,2.0,3.0,1.95156591405681,single_family,4,Fall,Winter,South
2166,0.0,1994.0,283.0,13747.0,2.0,4.0,2.0,single_family,16,Fall,Winter,South
2167,0.0,1994.0,284.5,15682.0,2.0,4.0,1.95156591405681,single_family,17,Fall,Winter,South
2168,0.0,1989.0,160.0,4792.0,2.0,2.0,1.95156591405681,single_family,14,Fall,Winter,South
2169,5100.0,2022.0,439.9,4356.0,4.0,4.0,2.0,single_family,15,Fall,Winter,South
2170,0.0,1968.0,68.25,18731.0,2.0,3.0,1.95156591405681,single_family,7,Fall,Winter,South
2173,0.0,1975.0,115.0,17280.0,2.0,3.0,1.95156591405681,single_family,9,Summer,Winter,South
2175,0.0,1954.0,99.1,8712.0,1.0,2.0,1.0,single_family,8,Fall,Winter,South
2176,2000.0,2021.0,252.0,16117.0,3.0,3.0,1.0,single_family,10,Fall,Winter,South
2178,10000.0,1930.0,150.0,10890.0,1.0,3.0,1.95156591405681,single_family,5,Fall,Winter,South
2179,0.0,1972.0,54.167,21847.145165012695,0.0,0.0,1.95156591405681,single_family,0,Fall,Winter,South
2180,0.0,1940.0,144.0,20038.0,1.0,2.0,1.95156591405681,single_family,10,Fall,Winter,South
2183,0.0,1974.0,295.0,16988.0,3.0,4.0,2.0,single_family,11,Fall,Fall,South
2185,0.0,1992.0,331.0,16117.0,2.233348134991119,4.0,2.0,single_family,13,Fall,Fall,South
2186,0.0,1972.0,53.591,21847.145165012695,0.0,0.0,1.95156591405681,single_family,1,Summer,Fall,South
2187,0.0,1969.0,86.5,9583.0,1.0,3.0,1.95156591405681,single_family,7,Fall,Fall,South
2188,0.0,2021.0,227.5,5227.0,2.0,2.0,1.0,single_family,9,Fall,Fall,South
2189,5000.0,1994.0,227.0,9583.0,2.0,4.0,2.0,single_family,17,Summer,Fall,South
2191,0.0,1972.0,57.054,21847.145165012695,0.0,0.0,1.95156591405681,single_family,0,Spring,Fall,South
2192,0.0,2021.0,305.0,8276.0,3.0,3.0,1.95156591405681,single_family,11,Summer,Fall,South
2193,0.0,1972.0,51.86,2502.1740088105726,0.0,0.0,1.4848484848484849,townhomes,0,Spring,Fall,South
2194,0.0,1954.0,380.0,10498.0,3.0,4.0,2.0,single_family,13,Fall,Fall,South
2195,0.0,2000.0,180.0,7405.0,2.0,3.0,1.95156591405681,single_family,7,Summer,Fall,South
2196,0.0,2006.0,345.0,9583.0,2.0,3.0,1.95156591405681,single_family,5,Spring,Fall,South
2197,0.0,1972.0,53.325,21847.145165012695,0.0,0.0,1.95156591405681,single_family,0,Summer,Summer,South
2198,0.0,1972.0,58.075,21847.145165012695,0.0,0.0,1.95156591405681,single_family,0,Summer,Summer,South
2199,0.0,1972.0,64.975,21847.145165012695,0.0,0.0,1.95156591405681,single_family,0,Summer,Summer,South
2200,0.0,1959.0,305.0,21847.145165012695,2.0,3.0,1.95156591405681,single_family,13,Summer,Summer,South
2201,0.0,2006.0,335.0,19166.0,3.0,6.0,2.0,single_family,22,Summer,Summer,South
2203,0.0,2020.0,263.626,7405.0,2.0,3.0,2.0,single_family,12,Winter,Summer,South
2204,0.0,1991.0,185.0,10890.0,3.0,4.0,1.95156591405681,single_family,10,Summer,Summer,South
2205,0.0,1993.0,240.0,10019.0,3.0,3.0,1.95156591405681,single_family,15,Summer,Summer,South
2206,0.0,1960.0,255.0,21847.145165012695,2.0,3.0,1.95156591405681,single_family,12,Summer,Summer,South
2209,20000.0,1950.0,320.0,5227.0,3.0,5.0,1.0,multi_family,10,Fall,Winter,Northeast
2210,0.0,1989.0,178.0,436.0,1.0,2.0,1.5060240963855422,condos,10,Fall,Winter,Northeast
2211,0.0,1977.0,245.0,6098.0,1.0,3.0,1.95156591405681,single_family,8,Fall,Winter,Northeast
2212,0.0,1984.0,185.0,436.0,3.0,2.0,1.5060240963855422,condos,13,Fall,Winter,Northeast
2213,12700.0,1972.0,191.5,3049.0,2.0,3.0,1.0,single_family,5,Fall,Winter,Northeast
2214,0.0,1930.0,365.0,3920.0,3.0,5.0,2.0,single_family,11,Fall,Winter,Northeast
2215,0.0,1988.0,205.0,6348.275229357798,3.0,2.0,1.5060240963855422,condos,11,Summer,Winter,Northeast
2216,0.0,1930.0,277.875,6534.0,2.0,4.0,1.95156591405681,single_family,10,Fall,Winter,Northeast
2217,0.0,1955.0,326.0,14375.0,3.0,4.0,2.0,single_family,13,Fall,Winter,Northeast
2219,10100.0,1952.0,270.0,13504.0,1.0,4.0,2.0,single_family,9,Fall,Winter,Northeast
2220,0.0,1956.0,295.0,14810.0,1.0,3.0,1.0,single_family,12,Fall,Winter,Northeast
2221,0.0,1900.0,350.0,2178.0,3.0,3.0,2.567741935483871,multi_family,2,Fall,Winter,Northeast
2222,10000.0,1920.0,247.0,3920.0,2.0,3.0,1.95156591405681,single_family,12,Fall,Winter,Northeast
2223,0.0,1870.0,235.0,1307.0,3.0,4.0,1.4848484848484849,townhomes,7,Fall,Winter,Northeast
2225,0.0,1939.0,255.0,5227.0,2.0,3.0,1.0,single_family,12,Fall,Winter,Northeast
2226,19000.0,1953.0,283.5,6098.0,1.0,3.0,1.95156591405681,single_family,11,Fall,Winter,Northeast
2227,0.0,1875.0,158.0,2178.0,2.0,4.0,1.0,multi_family,11,Fall,Winter,Northeast
2228,0.0,1972.0,293.5,8712.0,1.0,3.0,1.0,single_family,12,Fall,Winter,Northeast
2229,15000.0,1905.0,205.0,3485.0,3.0,5.0,2.567741935483871,multi_family,1,Fall,Winter,Northeast
2230,0.0,1855.0,330.0,1307.0,2.0,3.0,2.567741935483871,multi_family,6,Fall,Winter,Northeast
2231,0.0,1950.0,259.0,11761.0,2.0,2.0,2.0,single_family,13,Fall,Winter,Northeast
2232,15000.0,1950.0,240.3,5227.0,1.0,2.0,1.0,single_family,12,Fall,Winter,Northeast
2234,0.0,1965.0,271.0,7405.0,2.0,3.0,1.0,single_family,13,Fall,Winter,Northeast
2235,0.0,1950.0,168.0,3485.0,2.0,4.0,2.567741935483871,multi_family,3,Fall,Winter,Northeast
2236,14900.0,1930.0,220.0,4356.0,2.0,4.0,1.0,single_family,14,Fall,Winter,Northeast
2238,0.0,1905.0,347.0,4792.0,2.0,5.0,2.0,multi_family,9,Fall,Winter,Northeast
2239,0.0,2000.0,519.0,9148.0,2.0,2.0,2.0,single_family,19,Fall,Winter,Northeast
2240,0.0,1920.0,221.0,3049.0,2.0,6.0,2.567741935483871,multi_family,4,Fall,Winter,Northeast
2241,0.0,2002.0,200.0,7405.0,1.0,2.0,1.0,single_family,14,Fall,Winter,Northeast
2242,0.0,1925.0,152.5,2614.0,1.0,2.0,1.95156591405681,single_family,8,Fall,Winter,Northeast
2243,0.0,1972.0,114.58,3485.0,2.0,3.0,1.95156591405681,single_family,4,Summer,Winter,Northeast
2244,11000.0,1890.0,185.0,1742.0,2.0,6.0,2.567741935483871,multi_family,2,Fall,Winter,Northeast
2245,14000.0,1890.0,255.9,4356.0,2.0,3.0,2.0,single_family,12,Fall,Winter,Northeast
2246,0.0,1953.0,260.0,12197.0,1.0,2.0,2.0,single_family,12,Fall,Winter,Northeast
2247,4900.0,1976.0,375.0,7841.0,3.0,4.0,1.0,single_family,10,Fall,Winter,Northeast
2248,0.0,1910.0,118.0,1307.0,2.0,5.0,2.567741935483871,multi_family,3,Summer,Winter,Northeast
2249,0.0,1905.0,302.5,13068.0,3.0,6.0,2.567741935483871,multi_family,5,Fall,Winter,Northeast
2250,0.0,1985.0,375.0,10454.0,3.0,4.0,1.0,single_family,15,Fall,Winter,Northeast
2251,0.0,1972.0,13.2,2614.0,2.0,4.0,1.95156591405681,single_family,3,Fall,Winter,South
2252,0.0,1972.0,38.5,5663.0,1.0,3.0,1.95156591405681,single_family,4,Fall,Winter,South
2253,0.0,1966.0,61.05,10890.0,1.0,3.0,1.95156591405681,single_family,3,Fall,Winter,South
2254,0.0,1972.0,68.75,7405.0,2.0,3.0,1.0,single_family,4,Fall,Winter,South
2255,0.0,1972.0,7.59,3049.0,2.0,4.0,1.95156591405681,single_family,1,Fall,Winter,South
2257,40000.0,1972.0,128.7,11326.0,2.0,3.0,2.0,single_family,3,Fall,Winter,South
2258,0.0,1972.0,14.3,6098.0,1.0,3.0,1.95156591405681,single_family,3,Fall,Winter,South
2259,0.0,1955.0,62.0,19166.0,2.0,2.0,3.0,single_family,7,Spring,Winter,South
2260,0.0,1972.0,91.0,4792.0,0.0,0.0,1.95156591405681,single_family,2,Fall,Winter,South
2261,0.0,1947.0,16.5,10890.0,1.0,2.0,1.95156591405681,single_family,2,Fall,Winter,South
